disasterNumber,declarationDate,incidentType,stateAbbreviation,projectAmount
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,2186.24
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,3978.61
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,6168.52
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,13720.43
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,10483.97
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,16684.37
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,19570.1
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,62599.3
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,86683.8
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,18719.21
4640,2022-02-17T00:00:00.000Z,Severe Storm(s),KS,25000.0
4641,2022-02-23T00:00:00.000Z,Tornado,NE,2389.99
4641,2022-02-23T00:00:00.000Z,Tornado,NE,27644.08
4641,2022-02-23T00:00:00.000Z,Tornado,NE,3825.55
4641,2022-02-23T00:00:00.000Z,Tornado,NE,76619.27
4641,2022-02-23T00:00:00.000Z,Tornado,NE,6200.11
4641,2022-02-23T00:00:00.000Z,Tornado,NE,86662.82
4641,2022-02-23T00:00:00.000Z,Tornado,NE,6139.94
4641,2022-02-23T00:00:00.000Z,Tornado,NE,53618.65
4641,2022-02-23T00:00:00.000Z,Tornado,NE,29438.32
4641,2022-02-23T00:00:00.000Z,Tornado,NE,200794.53
4641,2022-02-23T00:00:00.000Z,Tornado,NE,11515.32
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,8988.14
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,8966.13
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,6072.4
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,3638.0
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,58614.68
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,8707.99
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,8408.32
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,40800.33
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,111090.45
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,5554.53
4642,2022-02-23T00:00:00.000Z,Severe Storm(s),IA,50026.76
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,121244.09
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,83076.5
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,7449.68
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,150253.53
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,687687.0
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,17250.8
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,10479.72
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,141459.35
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,19061.62
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,35681.81
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,62735.26
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,3480.89
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,10942.46
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,4547.48
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,83177.48
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,3670.0
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,26925.33
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,94433.73
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,365627.1
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,201839.67
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,5540.47
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,309508.67
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,1370800.24
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,22931045.73
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,3974.45
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,16214202.65
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,57426.55
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,20001.54
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,418719.0
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,2199205.66
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,5350.38
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,21164.27
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,155445.17
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,5992.68
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,34739.87
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,62371.55
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,100000.0
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,82659.0
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,31759.39
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,8669.0
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,20405.41
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,8414.06
4648,2022-03-24T00:00:00.000Z,Severe Storm(s),AK,130456.33
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,12073.42
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,17184.69
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,179099.58
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,8954.98
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,85276.83
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,9486.39
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,113942.93
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,27993.0
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,64633.85
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,72278.63
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,264192.12
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,11144.6
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,126502.02
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,8293.44
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,63489.74
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,63636.75
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,63745.73
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,96032.44
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,362415.48
4614,2021-09-05T00:00:00.000Z,Tropical Storm,NJ,625000.0
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,321587.48
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,819008.84
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,83464.64
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,20803.26
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,284321.44
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,102755.83
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,654516.34
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,634683.0
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,40687.76
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,194015.4
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,195483.07
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,10946.48
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,9356.62
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,141465.42
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,15508.86
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,57142.16
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,97141.79
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,4304.94
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,11377.62
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,136734.87
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,190428.3
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,208274.38
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,33379.77
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,15074.77
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,39892.04
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,7925.72
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,26464.35
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,73937.07
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,16692.0
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,63741.28
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,48770.8
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,28176.91
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,35368.65
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,206182.24
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,18549.93
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,96513.49
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,1705027.65
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,203750.2
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,24626.57
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,44730.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,12481.01
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,28821.96
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,11039.97
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,25000.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,91784.11
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,35281.23
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,90727.85
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,8591.5
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,76244.93
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,30522.17
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,4114.89
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,16409.91
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,5387.13
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,21720.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,56134.79
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,176537.72
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,113446.37
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,4432.56
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,39406.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,135033.22
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,12574.2
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,62867.11
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,48813.99
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,18000.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,4215.64
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,19538.41
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,61493.55
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,34197.46
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,301639.09
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,5915.48
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,125000.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,274188.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,21145.89
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,7931.4
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,199600.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,12396.28
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,7668.93
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,10041.25
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,35997.58
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,205269.32
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,5690.32
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,11380.51
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,5697.8
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,25951.72
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,88663.07
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,24438.77
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,124719.36
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,53971.96
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,26862.85
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,112935.47
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,17555.9
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,18636.82
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,37790.75
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,17480.95
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,54512.93
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,117274.67
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,10912.38
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,59299.81
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,74971.19
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,32529.37
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,132848.84
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,74081.66
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,87829.24
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,87915.99
4643,2022-02-28T00:00:00.000Z,Severe Storm(s),KY,76419.11
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,590417.83
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,35611.31
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,7509.43
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,180118.27
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,13950.0
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,45550.61
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,142799.79
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,77959.99
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,114711.46
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,5554.86
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,7132.98
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,17665.04
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,876460.32
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,761541.95
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,86343.97
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,5802.71
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,13270.0
4644,2022-03-11T00:00:00.000Z,Winter Storm,VA,4576.06
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,20327.58
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,15152.71
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,11210.2
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,14623.54
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,78711.25
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,34699.36
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,45631.71
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,17451.0
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,28461.62
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,65696.75
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,30718.2
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,205051.86
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,136328.45
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,763804.22
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,69066.17
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,191580.0
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,10574.64
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,38090.62
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,54447.89
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,70802.86
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,410138.09
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,21698.66
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,158099.0
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,48843.02
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,123863.92
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,369680.16
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,588199.42
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,109984.71
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,3150.98
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,26431.57
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,101273.34
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,485455.13
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,7273.92
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,3672.0
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,124062.9
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,1682438.63
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,339669.93
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,5229.06
4651,2022-04-18T00:00:00.000Z,Winter Storm,MA,12161.93
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,5529.35
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,26110.23
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,2279.15
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,298829.61
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,5504.77
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,2111221.0
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,150100.0
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,16294.8
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,3359763.47
4652,2022-05-04T00:00:00.000Z,Wildfire,NM,492197.13
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,16847.25
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,358827.96
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,43844.25
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,29614.22
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,47250.0
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,79795.0
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,45309.99
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,3415799.02
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,303087.34
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,44000.0
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,3212.3
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,6975.98
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,30122.07
4626,2021-10-23T00:00:00.000Z,Hurricane,MS,201230.26
4627,2021-10-24T00:00:00.000Z,Hurricane,DE,57326.67
4627,2021-10-24T00:00:00.000Z,Hurricane,DE,29264.68
4627,2021-10-24T00:00:00.000Z,Hurricane,DE,145738.6
4627,2021-10-24T00:00:00.000Z,Hurricane,DE,349880.52
4628,2021-10-26T00:00:00.000Z,Flood,VA,23777.32
4628,2021-10-26T00:00:00.000Z,Flood,VA,66703.66
4628,2021-10-26T00:00:00.000Z,Flood,VA,65391.7
4628,2021-10-26T00:00:00.000Z,Flood,VA,352827.2
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,11110.9
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,50386.18
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,46521.24
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,6030.81
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,6726.82
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,18554.09
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,20250.0
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,10467.96
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,3600.0
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,6000.0
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,6713.24
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,9372.06
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,181930.59
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,50191.63
4625,2021-10-08T00:00:00.000Z,Tropical Storm,NY,774673.45
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,54357.95
4629,2021-10-30T00:00:00.000Z,Hurricane,CT,6200.45
4630,2021-12-12T00:00:00.000Z,Tornado,KY,3950.84
4630,2021-12-12T00:00:00.000Z,Tornado,KY,2874.31
4630,2021-12-12T00:00:00.000Z,Tornado,KY,2553.63
4630,2021-12-12T00:00:00.000Z,Tornado,KY,9594.12
4630,2021-12-12T00:00:00.000Z,Tornado,KY,10998.07
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,59420.86
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,43052.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,28381.42
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,195764.87
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,32790.42
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,38733.42
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,16600.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,2202.05
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,4224983.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,4789.47
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,153446.19
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,330038.7
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,52583.82
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,122190.53
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,33933.68
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,1578533.8
4634,2021-12-31T00:00:00.000Z,Wildfire,CO,38514.97
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,165211.81
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,109936.35
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,1288042.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,566553.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,5215.0
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,19190.12
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,256121.91
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,129412.57
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,279494.65
4618,2021-09-10T00:00:00.000Z,Hurricane,PA,42744.7
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,794463.58
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,5000.0
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,8816131.0
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,265064.46
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,1461940.78
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,29603.69
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,79970.86
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,62522.57
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,9113.56
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,21275.97
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,17585.33
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,381790.35
4619,2021-09-12T00:00:00.000Z,Wildfire,CA,4374.34
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,110234.27
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,29538.6
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,117889.02
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,59466.61
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,15288.6
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,73604.61
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,82397.34
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,63052.67
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,62886.21
4620,2021-09-13T00:00:00.000Z,Severe Storm(s),AZ,191209.03
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,67506.53
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,85271.02
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,48569.08
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,18610.22
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,130327.3
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,792841.69
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,266660.56
4645,2022-03-11T00:00:00.000Z,Winter Storm,TN,5483.56
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,14045.12
4646,2022-03-14T00:00:00.000Z,Winter Storm,AK,40834.21
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,32553.14
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,8081.93
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,79042.41
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,39903.64
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,278328.32
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,18367.84
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,11535219.43
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,912147.44
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,5455078.83
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,7533184.0
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,1809061.65
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,195300.0
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,643551.0
4615,2021-09-05T00:00:00.000Z,Tropical Storm,NY,482940.37
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,27621.56
4647,2022-03-15T00:00:00.000Z,Severe Storm(s),ME,16267.23
4648,2022-03-24T00:00:00.000Z,Severe Storm(s),AK,90318.63
4616,2021-09-06T00:00:00.000Z,Severe Storm(s),NE,6403.78
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,23424.23
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,3846.33
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,3592.1
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,73669.0
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,46167.53
4650,2022-03-29T00:00:00.000Z,Severe Storm(s),WA,173928.25
